Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-29 23:58:19.603,114309.6,0.002,BTCUSDT
2025-09-29 23:58:19.603,114309.6,1.225,BTCUSDT
2025-09-29 23:58:19.603,114309.7,0.001,BTCUSDT
2025-09-29 23:58:19.603,114309.7,0.443,BTCUSDT
2025-09-29 23:58:19.603,114309.7,0.03,BTCUSDT
2025-09-29 23:58:19.603,114309.7,0.007,BTCUSDT
2025-09-29 23:58:19.603,114309.8,0.002,BTCUSDT
2025-09-29 23:58:19.603,114309.8,0.435,BTCUSDT
2025-09-29 23:58:19.603,114309.8,0.003,BTCUSDT
2025-09-29 23:58:19.603,114310.0,0.006,BTCUSDT
2025-09-29 23:58:19.603,114310.0,0.001,BTCUSDT
2025-09-29 23:58:19.603,114310.0,0.001,BTCUSDT
2025-09-29 23:58:19.603,114310.0,0.001,BTCUSDT
2025-09-29 23:58:19.603,114310.0,0.003,BTCUSDT
2025-09-29 23:58:19.603,114310.0,0.003,BTCUSDT
2025-09-29 23:58:19.603,114310.0,0.003,BTCUSDT
2025-09-29 23:58:19.603,114310.0,0.003,BTCUSDT
2025-09-29 23:58:19.603,114310.1,0.002,BTCUSDT
2025-09-29 23:58:19.603,114310.1,0.001,BTCUSDT
2025-09-29 23:58:19.603,114310.1,0.001,BTCUSDT
2025-09-29 23:58:19.603,114310.2,0.002,BTCUSDT
2025-09-29 23:58:19.603,114310.3,0.002,BTCUSDT
2025-09-29 23:58:19.603,114310.4,0.05,BTCUSDT
2025-09-29 23:58:19.603,114310.8,0.014,BTCUSDT
2025-09-29 23:58:19.603,114310.8,0.002,BTCUSDT
2025-09-29 23:58:19.603,114310.9,0.087,BTCUSDT
2025-09-29 23:58:19.603,114310.9,0.001,BTCUSDT
2025-09-29 23:58:19.603,114311.0,0.001,BTCUSDT
2025-09-29 23:58:19.603,114311.0,0.002,BTCUSDT
2025-09-29 23:58:19.603,114311.0,0.249,BTCUSDT
2025-09-29 23:58:19.603,114311.1,0.064,BTCUSDT
2025-09-29 23:58:19.603,114311.3,0.008,BTCUSDT
2025-09-29 23:58:19.603,114311.3,0.001,BTCUSDT
2025-09-29 23:58:19.603,114311.3,0.002,BTCUSDT
2025-09-29 23:58:19.603,114311.3,1.718,BTCUSDT
2025-09-29 23:58:19.603,114311.4,0.002,BTCUSDT
2025-09-29 23:58:19.603,114311.4,0.001,BTCUSDT
2025-09-29 23:58:19.603,114311.6,0.032,BTCUSDT
2025-09-29 23:58:19.603,114311.6,0.005,BTCUSDT
2025-09-29 23:58:19.603,114311.6,0.464,BTCUSDT
